war_id,attack_id,war_att_no,clan_att,attacker,defender,damage,stars,base_attack_no,bkequip1,bkequip1_lvl,bkequip2,bkequip2_lvl,bkpet,bkpet_lvl,aqequip1,aqequip1_lvl,aqequip2,aqequip2_lvl,aqpet,aqpet_lvl,gwequip1,gwequip1_lvl,gwequip2,gwequip2_lvl,gwpet,gwpet_lvl,rcequip1,rcequip1_lvl,rcequip2,rcequip2_lvl,rcpet,rcpet_lvl,bk_lvl,aq_lvl,gw_lvl,rc_lvl,troops,spells,sm,cc_troops,cc_spells,cc_troops_actual,cc_spells_actual
7,206,22,opponent,3,3,71,2,1,barbpup,15,eqboots,7,myak,15,archpup,15,ga,6,unicorn,10,etome,15,lgem,15,phoenix,10,sshield,15,roygem,15,lassi,15,90,90,66,41,"golem-3-13,witch-14-7,giant-3-11,ig-3-7,arch-2-11","light-10-11,freeze-1-7",ll-4,"arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7","arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7"
7,207,23,home,8,6,89,2,1,barbpup,15,rvial,15,myak,12,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,91,90,65,40,"healer-4-8,wb-8-11,yeti-8-5,witch-6-6,wiz-7-11,arch-4-11","rage-2-6,jump-1-5,freeze-2-7,heal-1-9,poison-1-9",ll-4,"bowl-3-7,valk-4-11","rage-1-6,freeze-1-7","bowl-3-7,valk-4-11","rage-1-6,freeze-1-7"
7,208,24,opponent,2,2,71,1,1,vstache,6,eqboots,8,myak,15,archpup,15,ga,6,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,15,90,91,66,41,"golem-3-13,witch-14-7,giant-3-11,ig-3-7,arch-2-11","light-10-11,freeze-1-7",ll-4,"arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7","arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7"
7,209,25,home,10,10,93,2,1,eqboots,2,rvial,15,myak,12,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,90,90,65,40,"healer-4-8,yeti-7-5,witch-7-6,wiz-9-11,wb-8-11,arch-2-11","freeze-2-7,jump-1-5,rage-2-6,poison-1-9,heal-1-9",ll-4,"bowl-3-7,valk-4-11","freeze-1-7,rage-1-6","bowl-3-7,valk-4-11","freeze-1-7,rage-1-6"
7,210,26,opponent,6,6,74,2,1,vstache,10,eqboots,9,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,frosty,10,sshield,15,roygem,15,phoenix,10,90,95,68,43,"golem-3-12,witch-13-7,ig-2-7,bowl-7-7,minion-1-11","light-10-11,freeze-1-7",ll-4,"arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7","arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7"
7,211,27,opponent,13,13,100,3,1,vstache,10,eqboots,9,myak,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,85,90,62,40,"golem-3-11,witch-12-6,ig-2-7,bowl-9-7,minion-1-10","light-8-10,freeze-3-7",ll-4,"arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7","arch-1-12,giant-1-12,valk-1-11,yeti-2-5","eq-2-5,freeze-1-7"
7,212,28,home,1,14,100,3,1,gg,18,rvial,15,phoenix,10,archpup,15,ivial,15,unicorn,10,0,0,0,0,0,0,sshield,15,roygem,15,diggy,10,90,95,0,45,"balloon-5-11,healer-5-9,supwb-3-12,hh-3-3,root-6-3,aw-1-4,babydrag-1-9,wiz-7-11,giant-1-11","invis-1-4,rage-3-6,freeze-3-7,skel-1-8",bd-4,"sneakgob-2-9,rockloon-1-11,yeti-2-5","rage-1-6,poison-1-10","sneakgob-2-9,rockloon-1-11,yeti-2-5","rage-1-6,poison-1-10"
8,213,1,home,3,6,57,2,1,gg,18,rvial,15,frosty,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,diggy,10,90,95,70,42,"yeti-6-5,wb-3-11,wiz-9-12,witch-3-6,golem-2-13,ig-1-7,bowl-6-7,hh-3-3,arch-1-12,minion-2-11","poison-1-10,freeze-8-7,rage-1-6",ll-4,"wiz-1-12,supwiz-1-12,yeti-2-5","freeze-1-7,rage-1-6","wiz-1-12,supwiz-1-12,yeti-2-5","freeze-1-7,rage-1-6"
8,214,2,home,11,11,68,2,1,barbpup,14,rvial,14,myak,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,81,81,56,35,"edrag-5-6,yeti-2-4,supdrag-1-10,balloon-15-10,hh-2-3,minion-1-10","rage-4-6,freeze-3-7",ll-4,"balloon-2-11,root-2-3","freeze-1-7,rage-1-6","balloon-2-11,root-2-3","freeze-1-7,rage-1-6"
8,215,3,home,2,2,91,2,1,eqboots,4,gg,20,phoenix,10,ga,6,ivial,15,unicorn,10,etome,15,htome,1,myak,15,sshield,15,roygem,15,diggy,10,90,95,65,40,"balloon-3-11,supwb-3-11,root-6-2,etitan-3-3,healer-4-9,wiz-2-12,arch-1-11","invis-5-4,clone-1-8,freeze-1-7,bat-2-6",bb-4,suparch-4-12,"rage-1-6,poison-1-10",suparch-4-12,"rage-1-6,poison-1-10"
8,216,4,home,15,14,49,1,1,gg,10,rvial,10,0,0,archpup,10,ivial,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,64,0,0,"drag-2-7,balloon-7-8,edrag-5-3,supdrag-1-7","invis-2-3,haste-1-5,rage-3-6,freeze-2-7",bb-3,"wiz-1-10,yeti-2-4","poison-1-8,freeze-1-7","wiz-1-10,yeti-2-4","poison-1-8,freeze-1-7"
8,217,5,home,12,12,74,2,1,gg,10,rvial,11,unicorn,10,archpup,12,ivial,12,myak,10,etome,12,lgem,12,eowl,10,sshield,9,roygem,9,lassi,10,80,80,55,30,"yeti-9-4,suparch-10-10,supwb-2-9,arch-2-10","eq-4-5,freeze-2-7,skel-5-7",ll-4,"giant-1-12,root-2-3",freeze-3-7,"giant-1-12,root-2-3",freeze-3-7
8,218,6,opponent,15,15,100,3,1,barbpup,13,rvial,13,0,0,archpup,13,ivial,13,0,0,etome,13,lgem,13,0,0,sshield,12,roygem,12,0,0,75,76,50,22,"balloon-6-9,edrag-9-4","rage-3-6,freeze-5-7",ll-4,balloon-9-10,rage-1-6,balloon-9-10,rage-1-6
8,219,7,home,10,10,77,1,1,eqboots,2,rvial,15,myak,12,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,90,90,65,41,"healer-4-8,yeti-7-5,witch-7-6,wiz-9-11,wb-8-11,arch-1-11","rage-2-6,freeze-2-7,jump-1-5,poison-1-9,heal-1-9",ll-4,"bowl-3-7,valk-4-11","freeze-1-7,rage-1-6","bowl-3-7,valk-4-11","freeze-1-7,rage-1-6"
8,220,8,opponent,13,3,70,2,1,barbpup,14,rvial,14,myak,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,1,0,0,0,0,0,0,80,90,61,0,"edrag-8-6,balloon-16-10","rage-2-6,freeze-5-7,haste-2-5",bb-4,balloon-10-11,rage-1-6,balloon-10-11,rage-1-6
8,221,9,opponent,3,13,100,3,1,barbpup,15,rvial,15,phoenix,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,frosty,10,sshield,15,roygem,15,diggy,10,90,93,66,40,"balloon-16-11,edrag-8-7","haste-2-5,rage-2-6,freeze-5-7",bb-4,balloon-10-11,rage-1-6,balloon-10-11,rage-1-6
8,222,10,opponent,4,4,79,2,1,eqboots,1,rvial,15,myak,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,13,88,90,65,40,"pekka-4-11,ig-3-7,yeti-2-5,witch-11-6,wb-1-11,giant-1-11","eq-8-5,poison-1-10,rage-1-6",ll-4,"arch-1-12,giant-1-12,valk-1-11,yeti-2-5","rage-1-6,freeze-1-7","arch-1-12,giant-1-12,valk-1-11,yeti-2-5","rage-1-6,freeze-1-7"
8,223,11,opponent,6,6,100,3,1,barbpup,15,rvial,15,myak,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,12,85,88,65,40,"ig-7-7,bowl-2-7,witch-15-6,wiz-3-11,arch-1-11,giant-2-11","eq-4-5,jump-1-5,poison-1-9,rage-2-6",ll-4,"arch-1-12,giant-1-12,valk-1-11,yeti-2-5","rage-1-6,freeze-1-7","arch-1-12,giant-1-12,valk-1-11,yeti-2-5","rage-1-6,freeze-1-7"
8,224,12,opponent,9,9,69,2,1,barbpup,15,rvial,15,lassi,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,phoenix,10,sshield,15,roygem,15,pliz,10,83,90,65,36,"edrag-9-6,balloon-10-10","rage-2-6,freeze-7-7",bb-4,balloon-10-11,"rage-1-6,freeze-1-7",balloon-10-11,"rage-1-6,freeze-1-7"
8,225,13,opponent,1,1,74,2,1,gg,17,rvial,15,phoenix,10,archpup,15,ivial,15,unicorn,10,etome,15,rgem,1,eowl,10,sshield,15,roygem,15,diggy,10,90,92,66,40,"edrag-2-6,healer-5-9,pekka-1-10,miner-13-10,hog-14-12,balloon-1-10,wb-4-11,arch-4-11","rage-3-6,poison-1-10,heal-1-10,freeze-2-7",ll-4,"arch-2-12,balloon-1-11,yeti-1-5,pekka-1-11","rage-1-6,poison-1-10","arch-2-12,balloon-1-11,yeti-1-5,pekka-1-11","rage-1-6,poison-1-10"
8,226,14,home,13,13,61,2,1,barbpup,13,rvial,13,0,0,archpup,13,ivial,13,0,0,etome,13,lgem,13,0,0,sshield,13,roygem,13,0,0,80,80,55,30,"golem-2-11,giant-2-10,wb-6-10,wiz-20-10,valk-16-9,arch-10-10","rage-3-6,jump-1-4,poison-1-8,freeze-2-7",ll-4,"ig-1-7,golem-1-12",rage-1-6,"ig-1-7,golem-1-12",rage-1-6
8,227,15,home,9,9,100,3,1,vstache,1,rvial,15,unicorn,10,ga,1,ivial,15,phoenix,10,etome,15,lgem,15,frosty,10,sshield,15,roygem,15,lassi,15,95,95,70,45,"arch-8-12,bowl-36-7,healer-6-9,wb-6-12","rage-3-6,jump-1-5,freeze-2-7",sb-4,"giant-1-12,ig-1-7,golem-1-8","freeze-1-7,rage-1-6","giant-1-12,ig-1-7,golem-1-8","freeze-1-7,rage-1-6"
8,228,16,home,7,7,96,1,1,barbpup,15,rvial,15,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,frosty,10,sshield,15,roygem,15,diggy,10,91,95,69,41,"minion-1-8,healer-5-8,hh-1-3,wb-4-11,giant-2-11,yeti-7-5,bowl-15-7,wiz-2-11","poison-1-9,rage-2-6,freeze-4-7,heal-1-9",ll-4,"wb-1-12,bowl-3-7,ig-2-7","rage-1-6,freeze-1-7","wb-1-12,bowl-3-7,ig-2-7","rage-1-6,freeze-1-7"
8,229,17,opponent,5,12,100,3,1,barbpup,15,rvial,15,frosty,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,90,90,67,40,"balloon-2-11,healer-5-9,pekka-1-10,wiz-3-11,supwb-3-11,arch-1-11,ig-2-6,yeti-5-5,babydrag-1-9,bowl-8-7","freeze-2-7,poison-1-10,eq-4-5,rage-1-6,heal-1-9",sb-4,"barb-1-11,giant-1-12,valk-1-10,yeti-2-5","rage-1-6,freeze-1-7","barb-1-11,giant-1-12,valk-1-10,yeti-2-5","rage-1-6,freeze-1-7"
8,230,18,opponent,2,2,52,2,1,eqboots,6,gg,6,diggy,10,ivial,15,ga,8,frosty,10,0,0,0,0,0,0,sshield,15,roygem,15,myak,15,86,90,0,37,"healer-2-8,edrag-1-7,golem-2-12,bowl-5-7,ig-1-6,witch-2-6,etitan-1-3,yeti-4-5,wb-4-11,aw-1-4,arch-1-11","eq-4-5,rage-2-6,light-1-10,freeze-1-7,poison-1-9",ff-4,"arch-1-12,valk-1-11","light-1-11,rage-1-6","arch-1-12,valk-1-11","light-1-11,rage-1-6"
8,231,19,home,1,1,100,3,1,gg,18,rvial,15,phoenix,10,archpup,15,ivial,15,unicorn,10,etome,15,rgem,9,frosty,10,sshield,15,roygem,15,diggy,10,90,95,70,45,"balloon-5-11,healer-5-9,supwb-3-12,babydrag-1-9,root-6-3,aw-1-4,hh-3-3,giant-1-11,wiz-7-11","rage-3-6,invis-1-4,freeze-3-7,skel-1-8",bb-4,"sneakgob-2-9,rockloon-1-11,yeti-2-5","rage-1-6,poison-1-10","sneakgob-2-9,rockloon-1-11,yeti-2-5","rage-1-6,poison-1-10"
8,232,20,home,4,4,65,2,1,gg,7,rvial,15,frosty,10,ga,12,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,phoenix,10,90,95,67,44,"bowl-12-7,ig-1-7,valk-6-10,wb-6-11,pekka-2-10,yeti-1-5,etitan-1-3,healer-5-9,minion-1-11,arch-1-11","eq-4-5,invis-1-4,freeze-2-7,rage-2-6",ll-4,"arch-2-12,witch-1-7,yeti-2-5","freeze-1-7,rage-1-6","arch-2-12,witch-1-7,yeti-2-5","freeze-1-7,rage-1-6"
8,233,21,home,14,15,59,2,1,0,0,0,0,0,0,archpup,13,ivial,13,0,0,etome,13,lgem,13,0,0,sshield,8,roygem,8,0,0,0,75,50,16,edrag-10-4,light-11-9,ss-5,balloon-9-10,"light-1-10,freeze-1-7",balloon-9-10,"light-1-10,freeze-1-7"
8,234,22,opponent,11,11,79,1,1,barbpup,14,eqboots,4,frosty,1,archpup,15,ivial,15,diggy,2,etome,15,rgem,1,lass,10,sshield,15,roygem,15,eowl,10,80,88,56,30,"yeti-6-5,valk-1-8,healer-6-8,witch-9-6,wb-6-11","rage-4-6,freeze-3-7",ll-4,"hh-1-3,valk-1-11,yeti-2-5","freeze-1-7,rage-1-6","hh-1-3,valk-1-11,yeti-2-5","freeze-1-7,rage-1-6"
8,235,23,home,5,3,86,2,1,gg,14,rvial,15,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,pliz,10,sshield,15,roygem,15,diggy,10,90,93,68,40,"rockloon-3-10,babydrag-1-9,healer-5-8,wb-10-11,yeti-5-5,supwiz-8-11,ig-1-7,hh-1-3,wiz-1-11,arch-1-11","rage-2-6,freeze-5-7,jump-1-5",ll-4,"wiz-1-12,supwiz-1-12,yeti-2-5","poison-1-10,rage-1-6","wiz-1-12,supwiz-1-12,yeti-2-5","poison-1-10,rage-1-6"
8,236,24,home,8,8,57,2,1,barbpup,15,rvial,15,myak,12,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,91,90,65,41,"healer-4-8,yeti-8-5,witch-6-6,wiz-7-11,wb-8-11,arch-4-11","rage-2-6,freeze-2-7,jump-1-5,poison-1-9,heal-1-9",ll-4,"bowl-3-7,valk-4-11","freeze-1-7,rage-1-6","bowl-3-7,valk-4-11","freeze-1-7,rage-1-6"
8,237,25,home,6,5,83,2,1,gg,14,rvial,15,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,pliz,10,sshield,15,roygem,15,diggy,10,90,90,67,43,"babydrag-1-9,balloon-3-10,healer-5-8,wb-10-11,yeti-5-5,ig-1-7,supwiz-9-11,hh-1-3,wiz-1-11","rage-2-6,freeze-4-7,jump-1-5,poison-1-9",ll-4,"wiz-1-12,supwiz-1-12,yeti-2-5","rage-1-6,freeze-1-7","wiz-1-12,supwiz-1-12,yeti-2-5","rage-1-6,freeze-1-7"
9,238,1,opponent,10,1,62,2,1,rvial,10,gg,8,myak,15,archpup,10,ivial,10,unicorn,10,etome,15,rgem,7,frosty,10,sshield,15,roygem,15,lassi,15,95,95,70,45,"balloon-6-10,drider-6-4,drag-7-11","light-2-10,rage-1-6,clone-2-8,freeze-1-7",bb-4,balloon-10-11,"freeze-1-7,rage-1-6",balloon-10-11,"freeze-1-7,rage-1-6"
9,239,2,opponent,11,2,57,2,1,gg,10,rvial,10,0,0,archpup,10,ivial,10,0,0,etome,15,rgem,5,frosty,10,sshield,15,roygem,15,unicorn,10,95,95,70,45,"balloon-6-11,drider-6-4,drag-7-11","light-2-10,rage-1-6,clone-2-8,freeze-1-7",bb-4,balloon-10-11,"freeze-1-7,rage-1-6",balloon-10-11,"freeze-1-7,rage-1-6"
9,240,3,opponent,12,3,72,2,1,rvial,9,gg,11,myak,15,archpup,9,ivial,9,unicorn,10,etome,15,rgem,7,eowl,10,sshield,15,roygem,15,lassi,15,95,95,70,45,"balloon-6-10,drag-7-11,drider-6-4","light-2-10,rage-1-6,clone-2-8,freeze-1-7",bb-4,balloon-10-11,"freeze-1-7,rage-1-6",balloon-10-11,"freeze-1-7,rage-1-6"
9,241,4,opponent,9,4,75,2,1,gg,8,rvial,10,myak,15,archpup,10,ivial,10,unicorn,10,etome,15,rgem,3,eowl,10,sshield,15,roygem,15,lassi,15,95,95,70,45,"balloon-6-11,drag-7-11,drider-6-4","light-2-10,freeze-1-7,clone-2-8,rage-1-6",bb-4,balloon-10-11,"freeze-1-7,rage-1-6",balloon-10-11,"freeze-1-7,rage-1-6"
9,242,5,opponent,15,15,100,3,1,barbpup,12,vstache,12,myak,4,archpup,10,ivial,10,0,0,etome,14,htome,10,eowl,5,sshield,9,roygem,8,lassi,3,69,60,52,13,"drag-12-9,balloon-12-10","light-2-9,rage-3-6,freeze-3-7",bb-4,balloon-9-11,"freeze-1-7,rage-1-6",balloon-9-11,"freeze-1-7,rage-1-6"
9,243,6,opponent,6,13,91,2,1,eqboots,7,vstache,13,myak,9,archpup,11,ivial,11,unicorn,7,etome,15,htome,9,frosty,8,0,0,0,0,0,0,70,65,66,0,"drag-7-10,balloon-11-10,drider-5-3","light-2-10,rage-1-6,clone-2-8,freeze-1-7",bb-4,balloon-10-11,"rage-1-6,freeze-1-7",balloon-10-11,"rage-1-6,freeze-1-7"
9,244,7,opponent,8,7,65,2,1,gg,9,rvial,10,myak,3,archpup,10,ivial,10,unicorn,3,etome,15,rgem,5,eowl,2,sshield,15,roygem,15,frosty,9,60,61,66,35,"balloon-6-11,drider-6-4,drag-7-11","light-2-10,rage-1-6,clone-2-8,freeze-1-7",bb-4,balloon-10-11,"freeze-1-7,rage-1-6",balloon-10-11,"freeze-1-7,rage-1-6"
9,245,8,opponent,7,5,80,2,1,gg,9,rvial,9,myak,15,archpup,10,ivial,10,unicorn,10,etome,15,rgem,6,frosty,10,sshield,15,roygem,15,lassi,15,95,95,70,45,"balloon-6-11,drider-6-4,drag-7-11","light-2-10,rage-1-6,clone-2-8,freeze-1-7",bb-4,balloon-10-11,"freeze-1-7,rage-1-6",balloon-10-11,"freeze-1-7,rage-1-6"
9,246,9,opponent,1,6,91,2,1,gg,11,rvial,11,myak,15,archpup,12,ivial,12,unicorn,10,etome,15,rgem,11,frosty,10,sshield,15,roygem,15,phoenix,10,95,95,70,45,"balloon-6-11,drider-6-4,drag-7-11","light-2-10,rage-1-6,clone-2-8,freeze-1-7",bb-4,balloon-10-11,"freeze-1-7,rage-1-6",balloon-10-11,"freeze-1-7,rage-1-6"
9,247,10,home,2,2,68,2,1,eqboots,4,gg,20,phoenix,10,ga,6,ivial,15,unicorn,10,etome,15,htome,1,myak,15,sshield,15,roygem,15,diggy,10,90,95,65,40,"balloon-3-11,supwb-3-11,healer-4-9,root-6-2,etitan-3-3,wiz-2-12,arch-1-11","freeze-1-7,invis-5-4,clone-1-8,bat-2-6",bb-4,suparch-4-12,"rage-1-6,poison-1-10",suparch-4-12,"rage-1-6,poison-1-10"
9,248,11,opponent,14,14,100,3,1,gg,10,rvial,14,myak,1,archpup,14,ivial,14,unicorn,4,etome,14,lgem,14,eowl,5,sshield,9,roygem,9,lassi,10,80,80,55,22,"balloon-3-10,babydrag-2-8,healer-5-7,supwb-4-10,golem-1-10,supbowl-4-5,wiz-1-10,hh-1-1,arch-1-10,barb-2-10","rage-3-6,freeze-2-7,jump-1-4,poison-1-7",ll-3,"arch-1-12,wiz-1-12,valk-5-10","freeze-1-4,rage-1-6","arch-1-12,wiz-1-12,valk-5-10","freeze-1-4,rage-1-6"
9,249,12,home,8,8,84,2,1,barbpup,15,rvial,15,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,frosty,10,sshield,15,roygem,15,diggy,10,91,95,69,41,"healer-5-8,wb-4-11,giant-2-11,bowl-14-7,yeti-6-5,ig-2-6,wiz-1-11,hh-1-3","freeze-4-7,heal-1-9,poison-1-9,rage-2-6",ll-4,"wb-1-12,bowl-3-7,ig-2-7","freeze-1-7,rage-1-6","wb-1-12,bowl-3-7,ig-2-7","freeze-1-7,rage-1-6"
9,250,13,opponent,3,9,76,2,1,gg,12,rvial,13,myak,10,ga,6,ivial,15,unicorn,10,etome,15,rgem,8,eowl,10,sshield,15,roygem,15,diggy,10,76,90,65,40,"drag-8-10,drider-3-3,edrag-2-6,balloon-5-10","rage-2-6,freeze-7-7",ff-4,0,"freeze-1-7,rage-1-6",0,"freeze-1-7,rage-1-6"
9,251,14,opponent,13,10,44,1,1,barbpup,14,rvial,14,myak,10,healpup,9,ivial,14,unicorn,10,etome,14,lgem,14,eowl,10,sshield,15,roygem,15,lassi,10,80,80,55,30,"yeti-9-4,bowl-7-6,witch-5-5,healer-2-7","eq-4-5,jump-1-4,rage-1-6,freeze-3-7",sb-4,"barb-1-12,valk-1-11,yeti-2-5","rage-1-6,freeze-1-7","barb-1-12,valk-1-11,yeti-2-5","rage-1-6,freeze-1-7"
9,252,15,home,3,6,84,2,1,gg,18,rvial,15,frosty,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,diggy,10,90,95,70,42,"yeti-6-5,witch-3-6,wiz-9-12,golem-2-13,ig-1-7,bowl-6-7,hh-3-3,wb-3-11,minion-2-11,arch-1-12","freeze-8-7,poison-1-10,rage-1-6",ll-4,"wiz-1-12,supwiz-1-12,yeti-2-5","freeze-1-7,rage-1-6","wiz-1-12,supwiz-1-12,yeti-2-5","freeze-1-7,rage-1-6"
9,253,16,opponent,2,8,100,3,1,gg,10,rvial,15,phoenix,10,archpup,15,ivial,15,unicorn,10,etome,15,rgem,6,frosty,10,sshield,15,roygem,15,sfox,3,90,95,65,40,"root-8-3,witch-8-6,etitan-2-3","skel-7-8,freeze-4-7",ll-4,"yeti-1-5,etitan-1-3","rage-1-6,poison-1-10","yeti-1-5,etitan-1-3","rage-1-6,poison-1-10"
9,254,17,opponent,5,11,100,3,1,gg,9,rvial,15,phoenix,10,ga,5,ivial,15,unicorn,10,etome,15,rgem,10,frosty,10,sshield,15,roygem,15,sfox,10,95,95,70,45,"root-8-3,witch-8-7,etitan-2-3","skel-6-8,freeze-4-7,invis-1-4",ll-4,"yeti-1-5,etitan-1-3","rage-1-6,poison-1-10","yeti-1-5,etitan-1-3","rage-1-6,poison-1-10"
9,255,18,opponent,4,12,100,3,1,rvial,15,gg,8,phoenix,10,archpup,15,ivial,15,unicorn,10,etome,15,rgem,9,eowl,10,sshield,15,roygem,15,sfox,1,87,92,66,40,"root-8-3,witch-8-5,etitan-2-3","skel-7-7,freeze-4-7",ll-4,"yeti-1-5,etitan-1-3","rage-1-6,poison-1-10","yeti-1-5,etitan-1-3","rage-1-6,poison-1-10"
9,256,19,home,13,13,70,2,1,barbpup,13,rvial,13,0,0,archpup,13,ivial,13,0,0,etome,13,lgem,13,0,0,sshield,13,roygem,13,0,0,80,80,55,30,"golem-2-11,giant-2-10,wb-6-10,wiz-20-10,valk-16-9,arch-10-10","jump-1-4,rage-3-6,poison-1-8,freeze-2-7",ll-4,"ig-1-7,golem-1-12",rage-1-6,"ig-1-7,golem-1-12",rage-1-6
9,257,20,home,7,7,95,2,1,vstache,1,rvial,15,unicorn,10,ga,1,ivial,15,phoenix,10,etome,15,lgem,15,frosty,10,sshield,15,roygem,15,lassi,15,95,95,70,45,"bowl-36-7,healer-6-9,wb-6-12,arch-8-12","rage-3-6,jump-1-5,freeze-2-7",sb-4,"giant-1-12,ig-1-7,golem-1-13","rage-1-6,freeze-1-7","giant-1-12,ig-1-7,golem-1-13","rage-1-6,freeze-1-7"
9,258,21,home,11,15,100,3,1,barbpup,14,rvial,14,myak,10,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,10,81,81,56,35,"edrag-5-6,yeti-2-4,supdrag-1-10,balloon-16-10,hh-2-3,minion-1-10","freeze-3-7,rage-4-6",ll-4,"arch-1-11,arch-1-12,wiz-2-11,supdrag-1-11","rage-1-6,freeze-1-7","arch-1-11,arch-1-12,wiz-2-11,supdrag-1-11","rage-1-6,freeze-1-7"
9,259,22,home,1,1,100,3,1,gg,18,rvial,15,phoenix,10,archpup,15,ivial,15,unicorn,10,etome,15,rgem,9,frosty,10,sshield,15,roygem,15,diggy,10,90,95,70,45,"balloon-5-11,babydrag-1-9,healer-5-9,giant-1-11,supwb-3-12,root-6-3,aw-1-4,wiz-7-11,hh-3-3","rage-3-6,freeze-3-7,invis-1-4,skel-1-8",ff-4,"sneakgob-2-9,rockloon-1-11,yeti-2-5","rage-1-6,poison-1-10","sneakgob-2-9,rockloon-1-11,yeti-2-5","rage-1-6,poison-1-10"
9,260,23,home,6,5,85,2,1,gg,14,rvial,15,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,pliz,10,sshield,15,roygem,15,diggy,10,90,90,67,43,"balloon-3-10,healer-5-8,yeti-5-5,supwiz-9-11,hh-1-3,babydrag-1-9,ig-1-7,wiz-1-11,wb-10-11","rage-2-6,freeze-4-7,jump-1-5,poison-1-9",ll-4,"wiz-1-12,supwiz-1-12,yeti-2-5","freeze-1-7,rage-1-6","wiz-1-12,supwiz-1-12,yeti-2-5","freeze-1-7,rage-1-6"
9,261,24,home,5,3,100,3,1,gg,16,rvial,15,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,pliz,10,sshield,15,roygem,15,diggy,10,90,93,68,40,"balloon-3-10,yeti-5-5,supwiz-9-11,healer-5-8,wb-10-11,wiz-1-11,ig-1-7,hh-1-3,babydrag-1-9","rage-2-6,freeze-5-7,jump-1-5",bd-4,"wiz-1-12,supwiz-1-12,yeti-2-5","rage-1-6,poison-1-10","wiz-1-12,supwiz-1-12,yeti-2-5","rage-1-6,poison-1-10"
9,262,25,home,4,4,63,2,1,gg,8,rvial,15,frosty,10,ga,12,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,phoenix,10,90,95,67,45,"bowl-12-7,ig-1-7,valk-6-10,etitan-1-3,pekka-2-11,healer-5-9,wb-6-11,yeti-1-5,arch-1-11,minion-1-11","eq-4-5,invis-1-4,freeze-2-7,rage-2-6",ll-4,"arch-2-12,witch-1-7,yeti-2-5",0,"arch-2-12,witch-1-7,yeti-2-5",0
9,263,26,home,9,9,88,2,1,barbpup,15,rvial,15,myak,15,archpup,15,ivial,15,unicorn,10,etome,15,lgem,15,eowl,10,sshield,15,roygem,15,lassi,15,95,95,70,45,"healer-4-8,yeti-8-5,witch-6-6,wiz-7-11,wb-8-11,arch-4-11","rage-2-6,jump-1-5,freeze-2-7,poison-1-9,heal-1-9",ll-4,"bowl-3-7,valk-4-11","rage-1-6,freeze-1-7","bowl-3-7,valk-4-11","rage-1-6,freeze-1-7"
